COD_DEP,DEPENDENCIA,SUPERINTENDENCIA,DIRECCION,PROVINCIA,LATITUD,LONGITUD,PERSONAL,MOVILES,ARMAS
1324,DIVISION HOMICIDIOS,INVESTIGACIONES FEDERALES,CHACABUCO 465 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613412185477,-58.3761910136563,100,100,100
1325,EX - DEPTO. UNIDAD FEDERAL DE INVESTIGACION DE DELITOS CONTRA LA PROP Y LA SALUD PUBLICA,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6960182592234,-58.4721351861686,100,100,100
1326,DIVISION INVESTIGACION DEL ROBO ORGANIZADO,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.695606325194,-58.4725398771488,100,100,100
1329,DIVISION DELITOS CONTRA LA SALUD PUBLICA,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6957324651889,-58.4717418575076,100,100,100
133,DIVISION INVESTIGACIONES METROPOLITANAS,ASUNTOS INTERNOS E INSPECTORIA GENERAL,AV. RIVADAVIA 1333 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.608503314828,-58.3853493825772,100,100,100
1330,DEPTO. DELITOS ECONOMICOS,INVESTIGACIONES FEDERALES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61321263294,-58.38789375,100,100,100
1332,DIVISION ANTIFRAUDE,INVESTIGACIONES FEDERALES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61304942,-58.38765278,100,100,100
1334,DIVISION FALSIFICACION DE MONEDA,INVESTIGACIONES FEDERALES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6127773529087,-58.3880503500898,100,100,100
1337,DEPTO. COORDINACION OPERACIONAL,AGENCIAS FEDERALES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6130542116205,-58.3881750924577,100,100,100
1339,DEPARTAMENTO INVESTIGACIONES FEDERALES-RIO CUARTO,AGENCIAS FEDERALES,VELEZ SARSFIELD 389 (RIO CUARTO),CORDOBA,-33.125113078917,-64.3448183045019,100,100,100
134,DIVISION JUZGAMIENTO DEL PERSONAL RETIRADO,ASUNTOS INTERNOS E INSPECTORIA GENERAL,AV. RIVADAVIA 1333 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6085145537925,-58.3853032500447,100,100,100
1341,DIR. GRAL. DE AGENCIAS REGIONALES FEDERALES,AGENCIAS FEDERALES,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6121795900836,-58.386527238397,100,100,100
1344,DIR. GRAL. AGENCIA REGIONAL FEDERAL CORDOBA CENTRO,AGENCIAS FEDERALES,YRIGOYEN HIPOLITO 493 (CORDOBA),CORDOBA,-31.4264046742896,-64.1856274303385,100,100,100
1345,DIR. GRAL. AGENCIA REGIONAL FEDERAL PATAGONIA NORTE - NEUQUEN,AGENCIAS FEDERALES,SANTIAGO DEL ESTERO 136 (CONFLUENCIA),NEUQUEN,-38.9535134322,-68.0652723803005,100,100,100
135,DIVISION SEGUIMIENTO DE LAS CONDUCTAS POLICIALES,ASUNTOS INTERNOS E INSPECTORIA GENERAL,HORTIGUERA 104 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6238393049823,-58.4467435395272,100,100,100
1350,DIVISION UNIDADES OPERATIVA DE INVESTIGACIONES ESPECIALES SAN JUAN,AGENCIAS FEDERALES,AV. RIVADAVIA 44 (CAPITAL),SAN JUAN,-31.5365243584345,-68.5251932937065,100,100,100
1351,DIVISION UNIDAD OPERATIVA DE INVESTIGACIONES ESPECIALES MAR DEL PLATA,AGENCIAS FEDERALES,SARMIENTO 2551 (GENERAL PUEYRREDON),BUENOS AIRES,-38.011213768543,-57.5425617547744,100,100,100
1352,DIVISION UNIDAD OPERATIVA DE INVESTIGACIONES ESPECIALES TUCUMAN,AGENCIAS FEDERALES,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.81636425,-65.20028987,100,100,100
1353,DIVISION UNIDAD OPERATIVA FEDERAL EL DORADO,AGENCIAS FEDERALES,MALVINAS 1949 (EL DORADO),MISIONES,-26.40711391025,-54.6043936666256,100,100,100
1356,"DIVISION SEGURIDAD Y CUSTODIA DE LOS MINISTERIOS DE EDUCACION,CULTURA Y CIENCIA, TECNOLOGIA E INNOVACION",SEGURIDAD Y CUSTODIA,RIVADAVIA 2275 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.609514042479,-58.3987057524086,100,100,100
1357,DIVISION SEGURIDAD Y CUSTODIA MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,SEGURIDAD Y CUSTODIA,SAN MARTIN 451 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.602614198782,-58.373769914246,100,100,100
1360,DIR. GRAL. DE DESPLIEGUE OPERACIONAL FEDERAL,FEDERAL DE INTERVENCION TERRITORIAL,HIPOLITO YRIGOYEN 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5411151539297,-58.5259535656462,100,100,100
1361,DEPTO. CONTROL OPERACIONAL,FEDERAL DE INTERVENCION TERRITORIAL,HIPOLITO YRIGOYEN 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5411331305366,-58.526004273658,100,100,100
1362,DIVISION UNIDAD DE INTERVENCION TERRITORIAL III,FEDERAL DE INTERVENCION TERRITORIAL,AV. 27 DE FEBRERO Y GRAL. PAZ PUENTE LA NORIA (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.704590339581,-58.4615385528199,100,100,100
1363,DIVISION UNIDAD DE INTERVENCION TERRITORIAL IV,FEDERAL DE INTERVENCION TERRITORIAL,PERIODISTA AUGUSTO PRIETO 1000 (LANUS),BUENOS AIRES,-34.69611455802,-58.3860342628212,100,100,100
1366,DEPTO. GESTION CONTRACTUAL,ADMINISTRACION,AV. BELGRANO 752 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6129101049986,-58.3769114144578,100,100,100
1367,DIVISION COORDINACION CON LA ASEGURADORA DE RIESGOS DEL TRABAJO (A.R.T),ADMINISTRACION,AV. BELGRANO 752 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6129124045851,-58.3769594225683,100,100,100
1371,DIVISION ALCALDIA (TUCUMAN),AGENCIAS FEDERALES,LAPRIDA 1074 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.81617437,-65.20099262,100,100,100
1372,DIVISION ALCALDIA (CUYO),AGENCIAS FEDERALES,AV. RIVADAVIA 44 (CAPITAL),SAN JUAN,-31.536614958417,-68.5253560205081,100,100,100
1373,DIVISION ALCALDIA (MDP),AGENCIAS FEDERALES,SARMIENTO 2551 (GENERAL PUEYRREDON),BUENOS AIRES,-38.011215068543,-57.5425617547744,100,100,100
1374,DIVISION UNIDAD OPERATIVA FEDERAL CALETA OLIVIA,AGENCIAS FEDERALES,LAVALLE 205 (CALETA OLIVIA),SANTA CRUZ,-46.443615115158,-67.5231907186677,100,100,100
1375,DIVISION UNIDAD OPERATIVA FEDERAL SAN FRANCISCO,AGENCIAS FEDERALES,PELLGRINI 491 (SAN FRANCISCO),CORDOBA,-31.434815235738,-62.0838205173187,100,100,100
1376,COORDINACION DE INSPECTORIA GENERAL,ASUNTOS INTERNOS E INSPECTORIA GENERAL,CHACABUCO 457 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61335914,-58.37623962,100,100,100
1377,DIVISION JUNTA DE EVALUACION DE BENEFICIOS,BIENESTAR,SAENZ PEÑA LUIS PRES. 375 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6131056953932,-58.38772410082,100,100,100
138,DEPARTAMENTO INVESTIGACIONES FEDERALES - LA PLATA,AGENCIAS FEDERALES,CALLE 49 1010 (LA PLATA),BUENOS AIRES,-34.9220246712734,-57.9587223525433,100,100,100
1382,DIVISION INTERVENCIONES JUDICIALES,INVESTIGACIONES FEDERALES,MADARIAGA 6976 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6959196931844,-58.4717905028619,100,100,100
1384,DIVISION CIBERPATRULLAJE,INVESTIGACIONES FEDERALES,CAVIA 3350 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57351578557,-58.40587869,100,100,100
1385,DEPTO. RELACIONES INSTITUCIONALES,PLANEAMIENTO Y DESARROLLO ESTRATEGICO,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61331583022,-58.38829201,100,100,100
1386,DEPTO. PLANEAMIENTO ESTRATEGICO,PLANEAMIENTO Y DESARROLLO ESTRATEGICO,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61301597924,-58.38799543,100,100,100
1387,DIVISION PLANEAMIENTO PROSPECTIVO,PLANEAMIENTO Y DESARROLLO ESTRATEGICO,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61291609647,-58.38790901,100,100,100
1388,DIVISION PROYECTOS OPERATIVOS,PLANEAMIENTO Y DESARROLLO ESTRATEGICO,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133950062657,-58.3879276375534,100,100,100
139,DEPARTAMENTO INVESTIGACIONES FEDERALES - DOLORES,AGENCIAS FEDERALES,SARMIENTO 2551 (GENERAL PUEYRREDON),BUENOS AIRES,-38.011216259672,-57.5426266937963,100,100,100
1390,DIVISION SEGUIMIENTO DE GESTION,PLANEAMIENTO Y DESARROLLO ESTRATEGICO,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6129610758723,-58.3887255648473,100,100,100
1392,DIVISION ANTIDROGAS SAN FRANCISCO,DROGAS PELIGROSAS,PELLGRINI 491 (SAN FRANCISCO),CORDOBA,-31.43481645258,-62.08381839,100,100,100
1393,DIVISION COORDINACION CIENTIFICO PERICIAL,FEDERAL DE POLICIA CIENTIFICA,AZOPARDO 670 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6150518308419,-58.3674363345277,100,100,100
1394,SECCION ENSAYOS Y ESTANDARES PERICIALES,FEDERAL DE POLICIA CIENTIFICA,AZOPARDO 650 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6151060382137,-58.3674351147754,100,100,100
1395,GABINETE CIENTIFICO-CHAJARI,FEDERAL DE POLICIA CIENTIFICA,BOLIVAR 1990 (CHAJARI),ENTRE RIOS,-30.7532129069495,-57.9876893042767,100,100,100
1396,GABINETE CIENTIFICO-SANTA ROSA,FEDERAL DE POLICIA CIENTIFICA,ARTURO ILLIA 560 (SANTA ROSA),LA PAMPA,-36.618316817691,-64.263750502149,100,100,100
1397,GABINETE CIENTIFICO-SAN LUIS,FEDERAL DE POLICIA CIENTIFICA,PEDERNERA 710 (LA CAPITAL (J.M.DE PUEYRREDON)),SAN LUIS,-33.299516955648,-66.3340407022402,100,100,100
1398,"DIVISION SEGURIDAD Y CUSTODIA MINISTERIO DE TRABAJO, EMPLEO Y SEGURIDAD SOCIAL - ANSES - U.F.I.SES.",SEGURIDAD Y CUSTODIA,PARANA 451 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.603417089083,-58.3878628326531,100,100,100
1399,DIVISION APOYO LOGISTICO-SUP.FED.BOMBEROS,FEDERAL DE BOMBEROS,AV. BELGRANO 1547 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61339132,-58.38825644,100,100,100
14,SALA DE CRIOS.MAYORES E INSPECTORES,SUBJEFATURA,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6125829589662,-58.3878473669469,100,100,100
140,DEPTO INVESTIGACIONES FEDERALES - SANTA ROSA,AGENCIAS FEDERALES,ARTURO ILLIA 560 (SANTA ROSA),LA PAMPA,-36.618317317691,-64.263750502149,100,100,100
1400,DIVISION CENTRO DE SEGURIDAD E HIGIENE LABORAL,FEDERAL DE BOMBEROS,AV. BELGRANO 1547 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61336709,-58.38783531,100,100,100
1401,DEPTO. CIBERSEGURIDAD-SUP.COM,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61321755558,-58.38869104,100,100,100
1402,DIVISION CUARTEL AEROPUERTO INTERNACIONAL CATAMARCA CORONEL FELIPE VARELA,FEDERAL DE BOMBEROS,RUTA PROVINCIAL 33 KM 22 (VALLE VIEJO),CATAMARCA,-28.595017649959,-65.7555285437384,100,100,100
1403,DIVISION CUARTEL AEROPUERTO INTERNACIONAL PUERTO MADRYN EL TEHUELCHE,FEDERAL DE BOMBEROS,RUTA 3 0 (BIEDMA),CHUBUT,-42.75511777837,-65.10071029,100,100,100
1404,DEPTO. CENTRO DE ESPECIALIDADES Y COORDINACION OPERATIVA,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.574082476396,-58.4048771430919,100,100,100
1406,DIVISION OPERACIONES AREA METROPOLITANA NORTE,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133571908861,-58.3890800282152,100,100,100
1407,DIVISION OPERACIONES AREA METROPOLITANA SUR,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133420039818,-58.3891870556906,100,100,100
1408,DIVISION OPERACIONES AREA METROPOLITANA OESTE,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613393943183,-58.3892815351172,100,100,100
1409,DIVISION UNIDAD OPERATIVA FEDERAL QUILMES,AGENCIAS FEDERALES,CALLE 49 1010 (LA PLATA),BUENOS AIRES,-34.9220588802853,-57.9587602230838,100,100,100
1410,COORDINACION CINOTECNICA GENERAL,FEDERAL DE INTERVENCION TERRITORIAL,MORENO 1550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6126831933997,-58.3880739699465,100,100,100
1411,DEPTO. BRIGADAS DE EXPLOSIVOS,FEDERAL DE BOMBEROS,AV. BELGRANO 1547 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61341036,-58.38768438,100,100,100
1412,DIVISION RIESGO QUIMICO Y BIOLOGICO,FEDERAL DE BOMBEROS,PORCEL DE PERALTA MANUEL 750 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6293327295981,-58.5242209682559,100,100,100
1413,DIVISION RIESGO RADIOLOGICO Y NUCLEAR,FEDERAL DE BOMBEROS,PORCEL DE PERALTA MANUEL 750 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6294129716934,-58.5242021757524,100,100,100
1416,SECCION PERROS,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3302 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.57271871278,-58.40436807,100,100,100
1419,DIR. GRAL. DE OPERACIONES AEREAS,AVIACION FEDERAL,LAVAISSE BENJAMIN 1551 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.62761887758,-58.35199628,100,100,100
1420,DIVISION CUSTODIA DE EX MANDATARIOS,SEGURIDAD Y CUSTODIA,BALCARCE 50 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.608518905441,-58.3702121367907,100,100,100
1421,DEPTO. TECNOLOGICO DE VIDEO OPERATIVO,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613419064242,-58.3882061755102,100,100,100
1422,DIVISION APLICACIONES TECNICAS DE VIDEO,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613419164242,-58.3882061755102,100,100,100
1423,DIVISION PREVENCION FEDERAL DE RIESGOS,FEDERAL DE BOMBEROS,AV. BELGRANO 1547 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133846791758,-58.3884362025916,100,100,100
1424,DIVISION CANES DE BOMBEROS,FEDERAL DE BOMBEROS,BATLLE Y ORDOÑEZ JOSE PABLO TORCUATO 4520 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.67069355,-58.46429826,100,100,100
1425,DEPTO. AEROPUERTOS AREA INTERIOR NORTE,FEDERAL DE BOMBEROS,LAVAISSE BENJAMIN 1551 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.628119401744,-58.3501823335424,100,100,100
1426,DIVISION CUARTEL AEROPUERTO INTERNACIONAL MDP ASTOR PIAZZOLLA,FEDERAL DE BOMBEROS,RUTA 2 KM 398 (GENERAL PUEYRREDON),BUENOS AIRES,-37.93481957362,-57.58362897,100,100,100
1427,DIVISIONDEFENSAS Y QUERELLAS PENALES,DIR. GRAL. ASUNTOS JURIDICOS,SAENZ PEÑA LUIS PRES. 375 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6131178449515,-58.3877244698803,100,100,100
1428,DIVISION PATROCINIO EN EL INTERIOR,DIR. GRAL. ASUNTOS JURIDICOS,SAENZ PEÑA LUIS PRES. 375 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6131053916543,-58.3876978975416,100,100,100
1429,DIVISION ANTIDROGAS RECONQUISTA,DROGAS PELIGROSAS,9 DE JULIO 1144 (RECONQUISTA),SANTA FE,-29.148819848113,-59.6479757191903,100,100,100
1430,DEPTO. ABASTECIMIENTO,ADMINISTRACION,AV. BELGRANO 752 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6129172128113,-58.3769825375844,100,100,100
1431,DIVISION CENTRO DE ENTRENAMIENTO POLICIAL,INSTRUCCION Y FORMACION ACADEMICA,CORVALAN 3968 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.66872002986,-58.46909393,100,100,100
1433,DIR. GRAL. DE ESCUELAS DE FORMACION POLICIAL,INSTRUCCION Y FORMACION ACADEMICA,ROSARIO 532 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6196817979543,-58.4361623442399,100,100,100
1434,DIR. GRAL. DE CAPACITACION SUPERIOR,INSTRUCCION Y FORMACION ACADEMICA,ROSARIO 532 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.619708548439,-58.436310652646,100,100,100
1435,DIVISION GESTION ADMINISTRATIVA - SIYFA,INSTRUCCION Y FORMACION ACADEMICA,ROSARIO 532 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6198021750678,-58.436306589402,100,100,100
1436,DIVISION CURSOS,INSTRUCCION Y FORMACION ACADEMICA,ROSARIO 532 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6197570336707,-58.436381759416,100,100,100
1437,DEPTO. AREA MINISTERIOS DE SEGURIDAD Y JUSTICIA,SEGURIDAD Y CUSTODIA,AV. GELLY Y OBES GRAL. 2289 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5857124172576,-58.3965438311395,100,100,100
1438,EX - SECCION SEGURIDAD Y CUSTODIA UNIDAD GABINETE DE ASESORES,SEGURIDAD Y CUSTODIA,BALCARCE 50 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.608520605441,-58.3702121367907,100,100,100
1440,DEPTO. SERVICIOS NACIONALES,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613420764242,-58.3882061755102,100,100,100
1441,DIVISION PERICIAS TELEFONICAS,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6153601,-58.36704255,100,100,100
1442,DIVISION PERICIAS INFORMATICAS Y ELECTRONICAS,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.61523772,-58.36724656,100,100,100
1443,SECCION DEPOSITO JUDICIAL,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613421064242,-58.3882061755102,100,100,100
1444,DIR. GRAL. DE SEGURIDAD EN MEDIOS DE TRANSPORTE,FEDERAL DE TRANSPORTE,SALTA 1929 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6300987893913,-58.3828350983402,100,100,100
1445,SECCION CANES DE SEGURIDAD EN MEDIOS DE TRANSPORTE,FEDERAL DE TRANSPORTE,HORNOS GRAL. 41 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6282849076567,-58.3806605848001,100,100,100
1446,SECCION SEGURIDAD DROGAS PELIGROSAS,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613345345101,-58.3891331728926,100,100,100
1447,SECCION SEGURIDAD Y ENLACE SEDRONAR,DROGAS PELIGROSAS,AV. BELGRANO 1613 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6133608357427,-58.389277106394,100,100,100
1448,DEPARTAMENTO CONTROL ESTRATEGICO,FEDERAL DE INTERVENCION TERRITORIAL,YRIGOYEN HIPOLITO 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5410966485949,-58.525903499508,100,100,100
1449,DIVISION UNIDAD DE DESPLIEGUE ESTRATEGICO,FEDERAL DE INTERVENCION TERRITORIAL,YRIGOYEN HIPOLITO 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5410813156002,-58.5258617777261,100,100,100
1450,DIVISION UNIDAD DE DESPLIEGUE MOVIL,FEDERAL DE INTERVENCION TERRITORIAL,YRIGOYEN HIPOLITO 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5410480059812,-58.5257809016567,100,100,100
1451,DEPARTAMENTO CUERPO POLICIA DE PREVENCION BARRIAL,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3370 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5737824131156,-58.404182836273,100,100,100
1452,DIVISION OPERACIONES - SFIT,FEDERAL DE INTERVENCION TERRITORIAL,YRIGOYEN HIPOLITO 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5410871315641,-58.5257963066223,100,100,100
1453,DIVISION DOCTRINA Y REENTRENAMIENTO,FEDERAL DE INTERVENCION TERRITORIAL,CAVIA 3370 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5738066691423,-58.4042940675776,100,100,100
1454,SECCION BARRIAL I,FEDERAL DE INTERVENCION TERRITORIAL,YRIGOYEN HIPOLITO 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5411066943486,-58.5258450890134,100,100,100
1455,SECCION BARRIAL II,FEDERAL DE INTERVENCION TERRITORIAL,YRIGOYEN HIPOLITO 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5411394752205,-58.5259381606806,100,100,100
1456,DIVISION SERVICIOS METROPOLITANOS Y AMBA,FEDERAL DE INTERVENCION TERRITORIAL,YRIGOYEN HIPOLITO 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5411590379927,-58.5259901524395,100,100,100
1457,DIVISION SERVICIOS FEDERALES,FEDERAL DE INTERVENCION TERRITORIAL,YRIGOYEN HIPOLITO 4848 (FLORIDA OESTE),BUENOS AIRES,-34.5410633389821,-58.5258219815649,100,100,100
1459,GABINETE CIENTIFICO-USHUAIA,FEDERAL DE POLICIA CIENTIFICA,GOBERNADOR ERNESTO MANUEL CAMPOS 1562 (USHUAIA),TIERRA DEL FUEGO,-54.808022525313,-68.3217427168731,100,100,100
146,DEPTO. INVESTIGACIONES FEDERALES - TUCUMAN,AGENCIAS FEDERALES,SANTA FE 630 (SAN MIGUEL DE TUCUMAN),TUCUMAN,-26.8197226924,-65.2040493714286,100,100,100
1460,DEPARTAMENTO CONTROL DE LINEAS II,FEDERAL DE TRANSPORTE,SALTA 1929 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6300837345117,-58.3828350983402,100,100,100
1461,DIVISION INTERIOR Y CARGAS,FEDERAL DE TRANSPORTE,SALTA 1929 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6300681778,-58.3828357082164,100,100,100
1462,"SECCION SEGURIDAD Y CUSTODIA MINISTERIO DE LAS MUJERES, GENEROS Y DIVERSIDAD",SEGURIDAD Y CUSTODIA,AV. PASEO COLON 275 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.610822956283,-58.3698052056212,100,100,100
1463,SECCION DILIGENCIAS JUDICIALES,SEGURIDAD Y CUSTODIA,TALCAHUANO 550 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6022624762177,-58.3856615543003,100,100,100
1464,SECCION SEGURIDAD Y CUSTODIA MINISTERIO DE TURISMO Y DEPORTES,SEGURIDAD Y CUSTODIA,AV. RIVADAVIA 2269 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.60952312405,-58.398619642642,100,100,100
1465,DIVISION SEGURIDAD Y CUSTODIA CASA DE MONEDA,SEGURIDAD Y CUSTODIA,AV. ANTARTIDA ARGENTINA 2085 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.5837657646238,-58.3725239216688,100,100,100
1466,SECCION SEGURIDAD Y CUSTODIA AUDITORIA GENERAL DE LA NACION,SEGURIDAD Y CUSTODIA,PARANA 386 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.604423343657,-58.3878756850057,100,100,100
1467,EX -SECCION CAPACITACION - SSC,SEGURIDAD Y CUSTODIA,MORENO 1417 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6120043305531,-58.3864290683678,100,100,100
1468,SECCION SEGURIDAD Y CUSTODIA AGENCIA NACIONAL DE MATERIALES CONTROLADOS (ANMAC),SEGURIDAD Y CUSTODIA,GRAL MANUEL NICOLAS SAVIO 1700 (VILLA MAIPU),BUENOS AIRES,-34.571123528624,-58.5156998351863,100,100,100
1469,SECCION ASISTENCIA SOCIAL,BIENESTAR,AV. SAENZ PEÑA ROQUE PRES. 375 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6131321206801,-58.3877344345073,100,100,100
147,DEPTO. INVESTIGACIONES FEDERALES - MENDOZA,AGENCIAS FEDERALES,SAN JUAN (3 DE FEBRERO) 325 (MENDOZA),MENDOZA,-32.900123752089,-68.8399709022506,100,100,100
1470,DIVISION ABORDAJE INTEGRAL A LAS PERSONAS CON DISCAPACIDAD,BIENESTAR,AV. SAENZ PEÑA ROQUE PRES. 375 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6131442702345,-58.3877344345073,100,100,100
1471,DIVISION RECEPCION Y ANALISIS DE LAS COMUNICACIONES,FEDERAL DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES,AV. BELGRANO 1549 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.613423964242,-58.3882061755102,100,100,100
1472,"UNIDAD DE AUDITORIA GENERAL, PROCESOS Y CONTROL DE GESTION",BIENESTAR,AV. INDEPENDENCIA 353 (CDAD.AUTONOMA DE BUENOS AIRES),CABA,-34.6170352254122,-58.3708497430829,100,100,100
